Listing,Company,Location,Job Type,Post Date,Link,Experience,Soft Skills,Qualifications
Senior Konstrukteur (m/w/d) Nutzfahrzeugtechnik,SEGULA Technologies,Remote:Germany,Full remote,3 days ago,https://jobgether.com/offer/666b50177f4fdab8dd67019c-senior-konstrukteur-m-w-d-nutzfahrzeugtechnik,Mid-level (2-5 years),"High teamwork and communication skills, Goal-oriented, structured, responsible approach, Analytical and pragmatic thinking, organized, flexible, resilient"," Qualifications:  Completed technical education or degree in mechanical engineering/vehicle technology, Several years of experience in development and design at MAN, Knowledge of truck overall vehicle and CAD (CATIA V5), Fluent in German, good English skills. "
Senior APEX Developer,KOSTAL Group,Remote:Hungary,Full remote,3 days ago,https://jobgether.com/offer/666b50167f4fdab8dd67017e-senior-apex-developer,Senior (5-10 years),"Problem-solving mindset, Strong communication skills, Ownership mentality, Team player, Agile methodologies experience"," Qualifications:  University degree in Computer Sciences/Business Informatics, 5+ years of experience as Salesforce developer, Salesforce Certified Platform Developer I and II, Proficiency in Salesforce technologies, Fluent English. "
Senior .NET Developer (Business Process Automation),Sigma Software Group,Remote:Uganda,Full remote,3 days ago,https://jobgether.com/offer/666b50167f4fdab8dd670178-senior-.net-developer-business-process-automation,Senior (5-10 years),"Collaborative team player, Proactive in problem-solving"," Qualifications:  At least 5 years of professional software development experience, Experience in C# programming, Angular, database design. "
Security Manager (REF2141W),Deutsche Telekom IT Solutions HU,Remote:Hungary,Full remote,3 days ago,https://jobgether.com/offer/666b50167f4fdab8dd670174-security-manager-ref2141w,,"Strong communication and coordination abilities, Proactive approach to security challenges"," Qualifications:  Experience in IT risk and compliance management, Strong communication skills, High-level understanding of technologies in T-Systems' portfolio. "
Sales Associate,Lendi Group,Remote:Philippines,Full remote,3 days ago,https://jobgether.com/offer/666b50167f4fdab8dd670152-sales-associate,Mid-level (2-5 years),"Effective communication and negotiation, Goal-driven with strong multitasking abilities"," Qualifications:  Minimum 2 years experience in sales or finance field, Exceptional communication and negotiation skills, Experience in cold calling preferred, Ability to multitask and prioritize effectively, Work independently and collaboratively, preferably with Australian clients. "
SAP Concur Senior Consultant (m/f/d),Nagarro,Remote:Germany,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd67011d-sap-concur-senior-consultant-m-f-d,Mid-level (2-5 years),"Strong communication (German & English), Innovative mindset, Team player, Proactive attitude"," Qualifications:  2+ years in SAP Concur projects, Experience in project management and Finance processes, SAP Concur certifications. "
Reporting Analyst,EVERSANA,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700fc-reporting-analyst,Senior (5-10 years),"Effective facilitation with stakeholders, Proactive mindset and attention to detail, Excellent analytical and problem-solving abilities"," Qualifications:  Bachelor’s degree in Computer Science or equivalent, 4+ years of relevant work experience in a client-facing role, Experience with Tableau, Power BI, SQL and Snowflake. "
Rental Sales Agent,SIXT,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700f8-rental-sales-agent,Junior (1-2 years),"Exceptional interpersonal skills, Strong communication and organizational abilities"," Qualifications:  High school diploma or GED, Minimum 1-year customer service or sales experience, Must be at least 21 with valid driver's license, Ability to follow defined sales processes, Ability to communicate in other languages is a plus. "
Rehab Services Manager,University of Maryland Medical System,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700de-rehab-services-manager,,"Leadership abilities, Effective communication skills, Analytical thinking"," Qualifications:  Master’s degree or in progress required, 5 years as licensed Therapist/Pathologist with 2 years in leadership role. "
Registered Psych - Work From Home,MedHealth,Remote:Australia,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700d4-registered-psych---work-from-home,,"Effective client rapport building, Proactive problem-solving approach"," Qualifications:  AHPRA Registration as Psychologist, Accreditation in SIRA and VIC Worksafe. "
Regional Sales Representative - Nyugati Régió,Teya,Remote:Hungary,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700d0-regional-sales-representative---nyugati-regio,,"Team player, Proactive problem solver"," Qualifications:  1+ year sales experience, Strong communication skills in Hungarian. "
Rautatiejärjestelmän ISA ja NoBo -arvioija rautateiden sertifiointi- ja arviointitiimiin,Eurofins BioPharma Product Testing Ireland Ltd,Remote:Finland,Full remote,3 days ago,https://jobgether.com/offer/666b50157f4fdab8dd6700b8-rautatiejarjestelman-isa-ja-nobo--arvioija-rautateiden-sertifiointi--ja-arviointitiimiin,Mid-level (2-5 years),"Good teamwork and communication skills, Analytical thinking and attention to detail"," Qualifications:  Degree in Engineering or equivalent, Strong understanding of functional safety. "
Quote and Proposal Writer,Eurofins BioPharma Product Testing Ireland Ltd,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50147f4fdab8dd6700a4-quote-and-proposal-writer,,"Strong organizational skills, Excellent oral and written communication, Team player, self-motivated, adaptable"," Qualifications:  Bachelor's degree in sciences or marketing/sales with laboratory services background, At least three years related experience, Authorization to work in the United States indefinitely. "
Psychology Internship - WFH/ Remote-Work Accepted,SEEKA Technologies - Hiring Now,Remote:Malaysia,Full remote,3 days ago,https://jobgether.com/offer/666b50147f4fdab8dd670090-psychology-internship---wfh-remote-work-accepted,,"Analytical and logical thinker, Excellent communication and collaboration skills"," Qualifications:  Bachelor’s degree in Psychology, Analytical, critical and logical thinking skills, Proficiency in Excel, Word, Google Docs, etc., General knowledge in business, marketing, HR, Project management skills (bonus). "
Procesní expert/tka SAP,Bosch,Remote:Czechia,Full remote,3 days ago,https://jobgether.com/offer/666b50137f4fdab8dd67003e-procesni-expert-tka-sap,,"Team player, Conflict resolution skills, Willingness to travel abroad"," Qualifications:  Higher education, Communication skills in English, knowledge of German advantageous, Experience with SAP at user level. "
Principal Dynamics F&SCM Consultant - SCM,Incremental Group,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b50137f4fdab8dd67002d-principal-dynamics-f-scm-consultant---scm,,"Strong analytical and problem-solving skills, Effective communication and teamwork, Ability to work autonomously and collaboratively, Deliver quality service to customers, Drive high-profile D365 FSCM projects"," Qualifications:  Proven experience in full lifecycle Dynamics 365 implementations, Deep understanding of Supply Chain Management Modules in D365, Experience in manufacturing environment, Proficiency in workshops, training sessions, Awareness of BI and AI tools like Power BI, SSRS. "
Pricing Manager,Eurofiber,Remote:Netherlands,Full remote,3 days ago,https://jobgether.com/offer/666b50137f4fdab8dd670022-pricing-manager,Senior (5-10 years),"Collaborative teamwork, Analytical and strategic mindset"," Qualifications:  Master in Business, Marketing or Finance, Minimum 5 years experience in pricing. "
Preboarding Specialist (French-Canadian Speaker),Cielo Talent,Remote:Canada,Full remote,3 days ago,https://jobgether.com/offer/666b50137f4fdab8dd67001c-preboarding-specialist-french-canadian-speaker,,"Attention to detail, Excellent customer service skills"," Qualifications:  High School diploma or equivalent, Minimum one year business/office experience. "
Planificateur.trice – Entretien d’aéronefs,Transat,Remote:Canada,Full remote,3 days ago,https://jobgether.com/offer/666b50127f4fdab8dd66ffe1-planificateur.trice---entretien-d-aeronefs,,"Excellent organization, initiative, leadership, Great interpersonal skills, stress management, adaptability"," Qualifications:  Good technical operations knowledge, 1-3 years as aircraft planner. "
Payments Support Coordinator,Xplor Education,Remote:Australia,Full remote,3 days ago,https://jobgether.com/offer/666b50127f4fdab8dd66ffba-payments-support-coordinator,,"Team player, Proactive mindset, Great at investigating data, Effective decision-making skills, Ability to have difficult conversations, Motivated by a fast-paced environment"," Qualifications:  Excellent communication skills, Strong customer service skills, Problem solving abilities, Attention to detail, Adaptable in fast-paced environment, Desire to learn and grow. "
Part Time Business Consultant - Council Tax Reduction & Housing Benefit,NEC Corporation,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b50127f4fdab8dd66ffb2-part-time-business-consultant---council-tax-reduction-housing-benefit,,"Team player, Effective communicator"," Qualifications:  Expertise in Benefits area, Excellent communication and problem-solving skills, Ability to work independently and as part of a team, UK Driving license. "
Onboarding & Offboarding Manager,Abuse Refuge Org.,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff7c-onboarding-offboarding-manager,,"Effective communicator, Great organizer and multitasker, Strong leader and supervisor"," Qualifications:  Bachelor’s degree in HR or related field preferred, SHRM certification preferred, Knowledge of employment laws, great communication skills, Exceptional organization and time management abilities, Strong leadership and supervisory skills. "
Occupational Healthcare Nurse,Avery Dennison,90 - 110KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff72-occupational-healthcare-nurse,Senior (5-10 years),"Effective communication and relationship-building, Proactive problem solving and analytical skills, Ability to prioritize, multitask and exceed customer demands"," Qualifications:  Current RN or NP license, BSN or higher degree, 5+ years in occupational nursing, Certification in COHN-S preferred, Knowledge of OSHA, ADA, HIPAA. "
Network Architect,Telefónica Tech UK&I,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff50-network-architect,,"Effective communicator with technical and non-technical personnel, Detail-oriented, able to multitask and advocate for customers"," Qualifications:  Extensive experience in enterprise network architecture and design, Proficiency in Cisco, Meraki and Juniper networking technologies, Strong emphasis on customer satisfaction in customer-facing roles. "
Middle .NET Developer (Business Process Automation),Sigma Software Group,Remote:Kenya,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff30-middle-.net-developer-business-process-automation,Mid-level (2-5 years),"Collaborative team player, Clear communication and reporting"," Qualifications:  At least 3 years of software development experience, Experience in C#, Angular, OOP/OOD, microservices, API development, and database design, Familiarity with Agile software development processes, Upper-Intermediate level of English. "
Medical Science Liaison - Friedreich Ataxia,Biogen,Remote:Brazil,Full remote,3 days ago,https://jobgether.com/offer/666b50117f4fdab8dd66ff28-medical-science-liaison---friedreich-ataxia,Junior (1-2 years),"Trusted and credible communicator, Proactive in building relationships"," Qualifications:  Advanced Scientific or Clinical degree, Proficiency in English, advanced knowledge required. "
Medical Billing Customer Service Representatives - Remote,Sutherland,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50107f4fdab8dd66ff1c-medical-billing-customer-service-representatives---remote,Mid-level (2-5 years),"Effective under pressure, Excellent communication skills"," Qualifications:  3-5 years healthcare industry experience, Strong typing and MS Office skills, Bilingual (English/Spanish) skills preferred. "
Masterarbeit - KI-Bilderkennung für automatische Qualitätsprüfung,OTTO FUCHS KG,Remote:Germany,Full remote,3 days ago,https://jobgether.com/offer/666b50107f4fdab8dd66ff02-masterarbeit---ki-bilderkennung-fur-automatische-qualitatsprufung,,"Fast learner, Structured working style, team player"," Qualifications:  Enrolled Master's student in Data Science, Computer Science, Engineering/Science or related fields, Knowledge of programming languages (especially Python), tools like Scikit-learn, Keras, Pytorch, TensorFlow, OpenCV. "
Logistics Specialist,Red Bull,Remote:Japan,Full remote,3 days ago,https://jobgether.com/offer/666b500f7f4fdab8dd66feb8-logistics-specialist,Senior (5-10 years),"Analytical thinker with strong numerical management skills, Entrepreneurial 'can-do' attitude, results-driven, strategic thinking"," Qualifications:  5+ years experience in Logistics, Inventory Management, Supply Chain, Knowledge of ERP systems like SAP, strong analytical skills, Fluent in Japanese, business level English, proficient in Microsoft Office. "
Leader d'essai F/H,UTAC,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b500f7f4fdab8dd66fe90-leader-d-essai-f-h,,"Team player, Adaptable to varied demands, Excellent collaboration skills"," Qualifications:  Engineering degree (Technical focus), Experience in automotive or testing field. "
"Lead Consultant, Acoustics",Ramboll,Remote:Canada,Full remote,3 days ago,https://jobgether.com/offer/666b500f7f4fdab8dd66fe7c-lead-consultant-acoustics,Senior (5-10 years),"Strong communication, Analytical thinking, teamwork, organizational skills"," Qualifications:  B.S. or M.S. in Engineering, Science, or Mathematics, 5+ years of acoustical consulting experience. "
Knowledge Domain Engineer – Service Management,ServiceNow,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b500f7f4fdab8dd66fe5a-knowledge-domain-engineer---service-management,Mid-level (2-5 years),"Team player, Proactive communication, Problem-solving approach"," Qualifications:  Minimum 4 years technical support or technical writing experience, Strong communication and problem-solving skills, Experience with scripting languages and relational databases, Customer-oriented mentality and commitment to quality. "
Inžinierius (-ė) - Darbų koordinavimo grupėje Kaune,EPSO-G,Remote:Republic of Lithuania,Full remote,3 days ago,https://jobgether.com/offer/666b500e7f4fdab8dd66fe40-inzinierius--e---darbu-koordinavimo-grupeje-kaune,,"Analytical mindset, Attention to detail, Proactive and organized approach"," Qualifications:  Degree in engineering or electrical power industry, 2+ years coordinating safety during construction works. "
Internship - Vehicle Environment Integration - REF55171C,Continental,Remote:Germany,Full remote,3 days ago,https://jobgether.com/offer/666b500e7f4fdab8dd66fe29-internship---vehicle-environment-integration---ref55171c,,"Analytical and problem-solving skills, Team player open to learning"," Qualifications:  Bachelor's degree in engineering, Knowledge of radar sensors, Experience with measurement instrumentation, Fluent in English, German is a plus. "
Inspector/a - Verificación de Calidad de Componentes,SGS,Remote:Spain,Full remote,3 days ago,https://jobgether.com/offer/666b500e7f4fdab8dd66fdf8-inspector-a---verificacion-de-calidad-de-componentes,,"Organized and detail-oriented, Great communication skills"," Qualifications:  CFGS in mechanical or electrical engineering, Knowledge of Word and Excel, Driver's license. "
Insights Manager,Emerald Research Group,75 - 110KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fdec-insights-manager,Junior (1-2 years),"Flexible and proactive team player, Great leadership capabilities in project ownership, mentorship, and communication"," Qualifications:  Bachelor’s degree in any field, 5+ years of market research or consulting experience. "
Initiativbewerbung,TIMOCOM,Remote:Germany,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fdd6-initiativbewerbung,,Cooperation and teamwork," Qualifications:  Relevant expertise, Cultural fit and mindset. "
Ingénieur méthodes et efficacité opérationnelle (H/F),Veolia Water Technologies,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fdc3-ingenieur-methodes-et-efficacite-operationnelle-h-f,,"Strong analytical and problem-solving skills, Initiative, autonomy, teamwork, communication, attention to detail"," Qualifications:  3-5 years experience in similar role, Bachelor's or Master's degree in relevant field, strong analytical and writing skills, good knowledge of industrial maintenance and CMMS systems. "
Infrastructure Engineer,NEC Software Solutions,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fdb9-infrastructure-engineer,Mid-level (2-5 years),"Team player, Great communication skills"," Qualifications:  HND/HNC or 2+ years experience, Microsoft AD, Windows Server, OS deployment experience. "
Information Security Training and Awareness Specialist,Experian,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fda9-information-security-training-and-awareness-specialist,,"Leadership to build cybersecurity programs., Communication skills to engage stakeholders., Strategic thinking for developing security programs., Analytical mindset to stay updated on cybersecurity trends., Innovative approach to behavior-change programs."," Qualifications:  We are looking for a security-focused, future leader., Experience in developing strategic Information Security programs., Familiarity with Agile Methodology, JIRA., Ability to effectively communicate complex technical concepts., Drive measurable behavior change throughout the regions.. "
Home Care Worker (3) - Brisbane South - PPT - Experienced,KinCare,Remote:Australia,Full remote,3 days ago,https://jobgether.com/offer/666b500d7f4fdab8dd66fd7b-home-care-worker-3---brisbane-south---ppt---experienced,,"Compassionate and patient care provider, Flexibility and problem-solving abilities"," Qualifications:  Current P1 class or above Australian Drivers License, Registered vehicle. "
Health & Safety and Back of House Manager,Westbury Street Holdings,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b500c7f4fdab8dd66fd6b-health-safety-and-back-of-house-manager,,"Highly organized, Strong prioritization skills, Effective communication abilities"," Qualifications:  Level 3 FS & HS qualification, Level 4 Food Hygiene qualification preferred, Proven experience managing medium teams. "
Global Mobility Services Specialist,Continental,Remote:Philippines,Full remote,3 days ago,https://jobgether.com/offer/666b500c7f4fdab8dd66fd23-global-mobility-services-specialist,Mid-level (2-5 years),"Detail-oriented, Cross-cultural communication skills"," Qualifications:  Bachelor's degree in HR or Business Administration, 2-5 years experience in Global Mobility/HR. "
Full-Time White-box tester - WFH/Remote (Fresh Grads Welcome to Apply),SEEKA Technologies - Hiring Now,Remote:Pakistan,Full remote,3 days ago,https://jobgether.com/offer/666b500b7f4fdab8dd66fd10-full-time-white-box-tester---wfh-remote-fresh-grads-welcome-to-apply,,"Strong analytical & problem-solving skills, Excellent communication & collaboration skills, Detail-oriented with focus on quality"," Qualifications:  Bachelor's or Master's degree in Computer Science or related field, Experience in QA testing and knowledge of software testing methodologies. "
"Enterprise Strategic Sales, North America (Afterpay & Cash App)",Square,"112 - 169KRemote:North America, United States",Full remote,3 days ago,https://jobgether.com/offer/666b500a7f4fdab8dd66fc85-enterprise-strategic-sales-north-america-afterpay-cash-app,Senior (5-10 years),"Strong executive presence and influencing skills, Self-starter with analytical thinking, proactive problem-solving mindset, Relentless ability to persevere through challenging environments, Excellent negotiation and storytelling abilities, emphasis on attention to detail, A team player with exceptional communication and collaboration skills, adaptable and results-driven"," Qualifications:  8+ years in high-growth environments with sales, business development or strategy experience, Proven track record of meeting quota targets in fast-moving tech or financial services companies. "
Enterprise Architect - D365 F&SCM,Incremental Group,Remote:United Kingdom,Full remote,3 days ago,https://jobgether.com/offer/666b500a7f4fdab8dd66fc7b-enterprise-architect---d365-f-scm,,"Customer-focused interpersonal communicator, Strong stakeholder management, Great people management skills"," Qualifications:  Experience with Microsoft Dynamics 365 FSCM, Excellent analytical and communication skills. "
Développeur(se) C++/QT - Aéronautique - Toulouse,Sopra HR Software,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b500a7f4fdab8dd66fc5f-developpeur-se-c-qt---aeronautique---toulouse,,"Analytical thinking, Proactive mindset, Team player"," Qualifications:  Bachelor's degree in Engineering or equivalent, Strong expertise in C++ / QT development on Windows. "
Driver,SIXT,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b500a7f4fdab8dd66fc55-driver,,"Responsible and safety-oriented driver, Effective communication and teamwork"," Qualifications:  High school diploma or GED, At least 21 years old, CDL license preferred, Clean driving record required. "
Director of Strategic Programs (Hybrid),"Link Solutions, Inc.",Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50097f4fdab8dd66fc3d-director-of-strategic-programs-hybrid,Expert & Leadership (>10 years),"Strategic thinker with problem-solving skills, Strong organizational and leadership abilities, Excellent communication and interpersonal skills"," Qualifications:  U.S. Citizen with DoD Secret Security Clearance, Bachelor's degree in IT field + 10 years relevant experience, Program management and federal government contracting experience, Strong understanding of project/program management principles, Knowledge of emerging IT technologies. "
"Director of Growth, North America Cloud Solutions",2nd Watch,"Remote:North America, United States",Full remote,3 days ago,https://jobgether.com/offer/666b50097f4fdab8dd66fc2f-director-of-growth-north-america-cloud-solutions,,"Excellent leadership skills, Strategic thinker, team player"," Qualifications:  Over 10 years selling within the cloud consulting domain, Experience in global company value proposition. "
Director of Application Security (US Remote),Experian,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50097f4fdab8dd66fc23-director-of-application-security-us-remote,Senior (5-10 years),"Effective communication and documentation skills, Strong leadership capabilities and innovative mindset"," Qualifications:  8+ years in application security leadership, Deep technical expertise in cloud security, Experience with CI/CD, DevOps, DevSecOps environments, Strong understanding of AWS, Azure, GCP environments, Project management and risk assessment skills. "
Director Quality Europe & Asia Tubular Glass (m/f/d),Gerresheimer,"Remote:Europe, Asia",Full remote,3 days ago,https://jobgether.com/offer/666b50097f4fdab8dd66fc1d-director-quality-europe-asia-tubular-glass-m-f-d,Expert & Leadership (>10 years),"Strong communication and business sense, Highly self-motivated with intercultural competencies"," Qualifications:  Bachelor- or Master degree in Engineering, Minimum 10 years Quality experience, 5 as manager, In-depth knowledge of Pharma regulations and quality standards, Fluent in English and German, additional languages a plus. "
Delivery Driver(07135) - 14901 4th Ave SW,Domino's,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50097f4fdab8dd66fbf7-delivery-driver-07135---14901-4th-ave-sw,,"Team player with positive attitude, Excellent multitasking and communication skills"," Qualifications:  At least 18 years old with 2 years of driving history, Legally operate a motor vehicle in WA, insured and licensed. "
Customer Support Specialist (カスタマーサポートスペシャリスト),Square,Remote:Japan,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fbe5-customer-support-specialist-kasutamasapotosupesiyarisuto,,"Ambitious problem-solver with proactive communication, Resilient team player open to feedback"," Qualifications:  The ability to work in Japanese and English, Experience in customer support or hospitality, Problem-solving skills and adaptability. "
Customer Escalation Specialist,SquareTrade,35 - 44KRemote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fbd1-customer-escalation-specialist,,"Conflict management, Customer focus, Decision quality"," Qualifications:  Strong critical thinking skills, Excellent communication skills, Bilingual in Spanish preferred. "
Contrôleur.euse de Gestion Junior F/H/X,DON'T NOD,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b50087f4fdab8dd66fbb7-controleur.euse-de-gestion-junior-f-h-x,Junior (1-2 years),"Analytical, autonomous, team player"," Qualifications:  Experience in operational control management or accounting firm, Proficient in Excel and proactive with good interpersonal skills, Professional proficiency in English reading and writing, experience in accounting firm preferred. "
"Clinical Trial Coverage Analyst, Remote",University of Maryland Medical System,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50077f4fdab8dd66fb6f-clinical-trial-coverage-analyst-remote,Mid-level (2-5 years),"Attention to detail, Analytical thinking, Strong communication skills"," Qualifications:  Bachelor’s degree in relevant field, 4 years clinical research experience. "
Clinical Sales Associate,Intuitive,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50077f4fdab8dd66fb61-clinical-sales-associate,,"Strong work ethic, Results-driven, proactive, excellent communication"," Qualifications:  Bachelor's degree, 5 years sales experience, 2+ in healthcare. "
Chief People Officer,Blend360,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50077f4fdab8dd66fb53-chief-people-officer,,"Strategic thinker with strong communication, Excellent leadership and collaboration skills"," Qualifications:  Experience leading HR functions globally, Proven track record in team scaling. "
Chargé(e) de Conversion Rate Optimisation (CRO) - Stage Septembre 2024 H/F,Showroomprive.com,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b50077f4fdab8dd66fb4f-charge-e-de-conversion-rate-optimisation-cro---stage-septembre-2024-h-f,,"Curiosity, Analytical ability, Organized and versatile"," Qualifications:  Digital Marketing degree (Bac+4), Minimum B2 level in English, Proficient in Microsoft suite. "
Care Partner Success Specialist,Lingraphica,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50077f4fdab8dd66fb25-care-partner-success-specialist,Junior (1-2 years),"Empathetic listener and communicator, Superior customer experience delivery, Analytical, organized, and flexible approach"," Qualifications:  Bachelor’s degree or equivalent experience, 1 year customer service or healthcare experience, Proficiency with HubSpot, Office 365, Zoom. "
"COORDINATEUR QUALITE, ENVIRRONNEMENT ET DEVELOPPEMENT DURABLE H/F",Groupement des Mousquetaires,Remote:France,Full remote,3 days ago,https://jobgether.com/offer/666b50067f4fdab8dd66fb01-coordinateur-qualite-envirronnement-et-developpement-durable-h-f,,"Excellent interpersonal skills, Flexibility for regular travel and teamwork"," Qualifications:  Agro-food background (Engineer, BTS, License Pro), 5 years experience in QDD in agri-food industrial sites. "
Associate Corporate Counsel,ServiceNow,Remote:United States,Full remote,3 days ago,https://jobgether.com/offer/666b50057f4fdab8dd66fab7-associate-corporate-counsel,Mid-level (2-5 years),"Team player with bias for action, Great communicator and self-starter"," Qualifications:  3+ years experience in relevant legal roles., Familiarity with global cybersecurity laws.. "
